ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,pred_clipped,health
S00296,0000012_10_16_24,1,0.6146440522078594,0.38535594779214055,0.0020466890525116634,0.0007887037996664302,0.0007887037996664302,0.0
S00297,0000024_4_14_24,1,0.5793132053618524,0.4206867946381476,0.001762515267482304,0.0007414668983779278,0.0007414668983779278,0.0048750582407611
S00302,0000008_14_50_23,1,0.5539479080088316,0.44605209199116835,0.0016020114498489127,0.0007145805585989122,0.0007145805585989122,0.0
S00303,0000001_13_52_15,1,0.6717107027282916,0.3282892972717084,0.0016891364474431179,0.0005545254173271312,0.0005545254173271312,0.0044147169073886
S00308,0000008_9_24_19,1,0.6296124157482065,0.3703875842517935,0.0017628006044520857,0.0006529194574006094,0.0006529194574006094,0.0
S00309,0000009_1_25_17,1,0.8236138369775796,0.17638616302242038,0.0017325652218521163,0.0003056005316685833,0.0003056005316685833,0.0021791077496437
S00310,0000009_1_21_19,1,0.7349068252837405,0.2650931747162595,0.001765148625397264,0.00046792885295260215,0.00046792885295260215,0.0156605896916497
S00311,0000009_3_34_21,1,0.7508308916600983,0.2491691083399017,0.0017228124217402402,0.0004292716349619223,0.0004292716349619223,0.0
S00312,0000009_3_33_22,1,0.749632569117426,0.25036743088257396,0.0017320270188139065,0.00043364315491964135,0.00043364315491964135,0.0022374990433228
S00313,0000009_14_30_14,1,0.775271709461741,0.22472829053825905,0.0015695290869517104,0.0003527175886607324,0.0003527175886607324,0.0
S00314,0000009_24_57_25,1,0.6855940041006133,0.31440599589938667,0.001577586448350511,0.0004960026384110188,0.0004960026384110188,0.0021928953719759
S00315,0000008_22_48_15,1,0.6802172769947584,0.3197827230052416,0.0017551479693694236,0.0005612659969220747,0.0005612659969220747,0.0021781336418657
S00316,0000009_24_24_28,1,0.7608813008184918,0.2391186991815082,0.0014249834682836528,0.000340740193291141,0.000340740193291141,0.0
S00318,0000009_14_23_19,1,0.7527165934620875,0.24728340653791248,0.0016039507191161454,0.00039663039774197486,0.00039663039774197486,0.0022137295775651
S00319,0000009_24_43_31,1,0.6847592121599689,0.31524078784003107,0.0019236893473061575,0.0006064253454042682,0.0006064253454042682,0.0021892730027839
S00321,0000025_16_24_21,1,0.847807742394176,0.152192257605824,0.001706625662719857,0.0002597352124973706,0.0002597352124973706,0.0
S00323,0000023_16_27_22,1,0.7933588761458998,0.20664112385410016,0.0018889385918532022,0.0003903323935119271,0.0003903323935119271,0.0
S00324,0000023_18_39_23,1,0.5710403535629802,0.4289596464370198,0.0012444122352451798,0.0005338026324526738,0.0005338026324526738,0.002440437609255
S00325,0000023_18_17_18,1,0.6008880559710817,0.39911194402891825,0.0018018466094385317,0.0007191385031349274,0.0007191385031349274,0.0
S00326,0000023_10_62_21,1,0.713504965404012,0.286495034595988,0.0017392663667329012,0.0004982911779087809,0.0004982911779087809,0.0
S00327,0000023_15_55_16,1,0.7492706181410703,0.2507293818589297,0.0018200589700208224,0.00045634226050012103,0.00045634226050012103,0.0044787484736659
S00328,0000023_10_48_17,1,0.6269761468184174,0.3730238531815826,0.0017595840318610707,0.0006563668155616011,0.0006563668155616011,0.0
